average_userscore,individual_userscore,movie_title,review_date,user_review,username
8.5,10,Lawrence of Arabia (re-release),"JUL 20, 2024",Peter O' Toole is a legend and a rare diamond amongst the rough. I believe that he will go down in history as one of the best actors ever. He shined in 'How to Steal a Million' with Audrey Hepburn and here channels the wondrous adventures of T.E. Lawrence.,Yamashita02
8.5,10,Lawrence of Arabia (re-release),"JAN 13, 2024",What is there to say about Lawrence of Arabia that hasn't been said already? Was it hard to sit through a film this long? Yes. Did it keep me engaged the entire time? Also yes.,StaticBroadcast
8.5,10,Lawrence of Arabia (re-release),"JUN 22, 2023","The epic of epics. Lawrence of Arabia is one of the finest movies Hollywood as ever made. It has some of the best cinematography ever, the scale makes it a must watch, and Peter o toole’s performance as Lawrence is really compelling",moviefan23u429u
8.5,10,Lawrence of Arabia (re-release),"NOV 13, 2022","The secret life of Arabia. What makes this historical drama about one of the most notable but misunderstood heroes of World War I interesting is the performance of Peter O'Toole, in the title role. It's hard to believe he didn't get the recognition he deserved at the award ceremonies, but that doesn't add to or take away from his record.",alejandro970
8.5,10,Lawrence of Arabia (re-release),"APR 16, 2022","The movie is as wide as the desert, got a lot to offer making it end to a nearly 4 hours movie, Lawrence Of Arabia tells a heroic story about T.E. Lawrence and it is a hell of a journey, a fantastic long journey, that fills with a marvelous performance by Peter O'Toole, and an epic and beautiful score at the same time, like i said before Lawrence Of Arabia have lot to offer and it's making it also not for everybody, but if you are a moviegoer, want to see another magic of cinema, you must to check it out, it's a Masterpiece.",Habibiehakim
8.5,9,Lawrence of Arabia (re-release),"MAR 21, 2022","up to my humble opinion re-release is even better than the original version of the movie, at least in picture quality )) highly recommend to all cinema lovers",mstaub87
8.5,7,Lawrence of Arabia (re-release),"JAN 27, 2022","Love this movie until the intermision, specially when there's no action, just the dialogue between Lawrence and any other character, the adventure, the wandering... But to be honest the way the movie advance in the second part ruin it a bit for me.",eded9999
8.5,10,Lawrence of Arabia (re-release),"JAN 19, 2022","Simply outstanding. The film is absolutely gripping, and what helps it is its extraordinary visuals. This is a must-see for all movie buffs.",jamesfhall
8.5,10,Lawrence of Arabia (re-release),"SEP 22, 2021","David Lean's Masterpiece is a Cinematic Treasure (now in 4K UHD!) The film that inspired Steven Spielberg to pursue a career as a film maker for good reason - 'Lawrence of Arabia' is a cinematic treasure - the greatest ""Epic"" movie, and one of the 5 greatest films ever made. The spectacularly gorgeous and awe inspiring cinematography of Freddie Young tips the scale for me in favor of 'Lawrence Of Arabia' as Film's greatest work of art in the Epic genre, and surpasses 'Citizen Kane', and The 'Shawshank Redemption’, landing at #3 on my lMDb ""Top 5 Greatest Films"" ever made list, topped only by 'The Godfather' (#1) and 'Spotlight' (which moved up to #2 all-time in its first year of eligibility in 2020). The immensity and scale of the desert creates the perfect canvas on which Lean paints his masterpiece - We shall never again see authentic location shoots on this truly epic scale, as granted permission for such is virtually impossible today (one reason why films are shot in similar locals around the world, but often not the actually location where the story takes place). Restoration efforts in 1988 led by Spielberg and Scorsese saved most of what would have been a tragic loss. Now available in 4K UHD, the film has never looked better. My grandmother took me to see 'Lawrence Of Arabia' at a beautifully restored baroque theatre when I was 12, as the film was periodically shown in such art film houses for years after its release - It is an event I will never forget.",Instant_Palmer
8.5,10,Lawrence of Arabia (re-release),"MAR 1, 2021","My score 100/100 Sweeping, epic and literate version of British adventurer and soldier T E Lawrence's experiences in Arabia during the First World War. Lawrence, miraculously well played by Peter O'Toole, ""went native"" when sent into the desert to find Alec Guinness's Prince Feisal. Before long he was striking out himself against the Turkish Ottoman Empire, which still held sway in the region at the beginning of the last century. Lawrence's efforts to unify the various Arab factions are particularly prescient. Lawrence became an inspirational warlord whose neutral presence amongst the Arab tribes, lead by Omar Sharif and Anthony Quinn, amongst others, served to glue together shifting and uneasy alliances. As well as wrestling with himself, with his own demons, and with the cruel desert environment, the Englishman was also faced with culture clashes which pitted not only the imperialists against the indigenous populations, but also the mercenary practices of the Arab guerillas against the discipline of the British army. In the end, Lawrence himself does not know which side he is on, nor which party he belongs to. Set against a backdrop of the Arabian desert, the nomadic allies under Lawrence's direction, attack and disrupt the Turks' efforts to maintain control of the territory, whilst the elephant - the British army and its heavy guns under General Jack Hawkins - pushes ever deeper into the area: not until his job is done does Lawrence learn that the French and British governments have carved up the middle-east between them and that the battle-lines for the 21st century are already being drawn. Scripted by the inimitable Robert Bolt and directed by David Lean, Lawrence of Arabia is one of those films without a weakness, despite drawing complaints for its near four hour length. The dialogue, cinematography, soundtrack and especially direction are superlative; likewise the supporting actors. But it is O'Toole at his charismatic best who steals the show in his starring debut; he never looked back. It may take an effort to watch this movie, but is well worth the ride and will, by the bye, provide some insight into the fractious and volatile world of Arab politics. One of the best films ever made.",caleburbina2001
8.5,1,Lawrence of Arabia (re-release),"SEP 26, 2020",[SPOILER ALERT: This review contains spoilers.],Muhammet
8.5,5,Lawrence of Arabia (re-release),"MAY 29, 2020","I`m one of this low number of people ,who do not like this film. I just think Lean`s films are not my cup of tea.Yeah,undoubtedly,it has stunning visual ,but besides it,i can`t find anything interesting in it.",AndrewHord
8.5,10,Lawrence of Arabia (re-release),"DEC 22, 2019","When I decided to watch the movie at 8pm at night I thought, ok it’s an old movie, probably boring and I will fall asleep in an hour so let’s play **** I can say is wow- not only did I not fall asleep I watched the whole 4 hour movie . Where do I even begin,: stunning cinematography, landscape scenery, superb acting ( by everyone, not a weak link in this movie) , and to know that they did this with no CGI, all scenes are real scenes, the storyline and writing is so good you forget you are watching a movie. And to think this is how movies were made, well they don’t make them like this anymore so please go see!",Bitash
8.5,6,Lawrence of Arabia (re-release),"DEC 14, 2019","It's long, it's dated, it's an old style Hollywood epic. One of the best of the last if you are into that sort of thing. All 8 critics here have given it 100 points, but what do they know? Has some beautiful shots and some very long ones. I watched on TV, albeit an enormous screen so quality of image and sound were not diminished, on the downside I paused it few times for food and phone breaks.",311433
8.5,10,Lawrence of Arabia (re-release),"OCT 5, 2019","Without a doubt one of my favorite films of all time. It's just everything I love not just in cinema but in storytelling in general, the film is epic, phenomenally acted, tragic, technically impressive, a fantastic soundtrack, I can't talk enough how much I love Lawerence of Arabia, if you haven't seen this film, you absolutely need to.",Richmond95
8.5,9,Lawrence of Arabia (re-release),"FEB 21, 2019","000First and foremost, this movie has way more humor than I ever thought it would have. From its very beginning, I was quite surprised by the amount of humor I found, not only because I didn't expect so, but also because it often works pretty well! Another great surprise I had watching this movie is that I didn't find it boring at all despite its nearly four-hours runtime. A long runtime alone doesn't make a movie bad or weak, but it certainly doesn't help. But I really think there is almost no second that David Lean has wasted in this textbook example of epic cinema. It's quite entertaining for plenty of reasons; two of them are the fascinating cinematography that treated my eyes with some of the most jaw-dropping images I've ever seen been captured on film, and the mind-bogglingly masterful editing that is easily also one of the best I've ever seen in film. Lawrence of Arabia is also surprisingly very simple despite its fiendishly complex portrait of the titular character. Actually it may be sometimes too simple for its own good, for I think the movie became superficial and shallow at the beginning of its second half for the sake of nothing but developing the character of Lawrence. There are some key events that should have been more focused on, but ended up being demonstrated comparatively quite fast and superficially. That made the second half a bit muddled, unlike the unbelievably perfect first half, but this wasn't much of an issue for me; because David Lean really make up for this simplicity by delivering a disturbing, terrifying, opulent, astute and utterly unique psychological profile of a heroic, yet flawed historical figure that is the protagonist, Lawrence. As for Peter O'Toole's performance, the only thing I could say is that I was quite mad for about the first half of the movie because how inaccurately serious-looking he appeared on the poster of the movie despite the fact he was rather good-natured, and looked quite charming. Of course, I realized that I was embarrassingly wrong when O'Toole gradually changed 100 percent to a very serious, and even seemingly mad man who struggles to find a balance in his life,nay, to discover his identity. I also want to say that I'm so so proud of Omar Sharif, who brought one of the most iconic secondary characters in the history of cinema! Alec Guinness was also terrific as Prince Faisal, although I still think he delivered his best performance in The Bridge on the River Kwai, another epic from Lean. Auda Abu Tayi is one of the most blatantly greedy characters I've seen in film, and it could have never been portrayed so convincingly by other than the great actor, Anthony Quinn. If there is only one film deserves to be described as Epic, it's Lawrence of Arabia! (9/10)",ahmedaiman1999
8.5,9,Lawrence of Arabia (re-release),"OCT 2, 2018",My score 95 Metascore / User score 100 / 87 Tomatometer / Audience score 98 / 93 IMDB 83 (92.7),MartyMcFly
8.5,7,Lawrence of Arabia (re-release),"MAY 4, 2018","did you know him well.. Lawrence Of Arabia The writers' affection towards the protagonist is crystal clear in here and also the soul reason that helps one survive this overlong feature running for more than 200 minutes. Michael Wilson and Robert Bolt; the screen writer has done a decent job but the adaptation isn't as smart as they think. David Lean; the director, is the savior here that executes this character driven feature and is not only supported but celebrated by a beautiful cinematography (not often one encounters a horse riding on the land that looks like water). Peter O'Toole is convincing as T.E. Lawrence and is supported well enough by Alec Guinness among other supporting actors. Lawrence Of Arabia is a brilliant attempt to pull it off on such a large scale which works here for the most part of it but the rest of it, does raise question here and there.",amheretojudge
8.5,10,Lawrence of Arabia (re-release),"MAR 18, 2018","This film tells an important part of T. E. Lawrence's life. A curious and highly intelligent man, joined the British Army during First World War and had a decisive role in the Arab Revolt of 1916 against the Turks. Directed by David Lean and scripted by Robert Bolt, it has the participation of Peter O'Toole, Anthony Quinn and Omar Sharif. T. E. Lawrence is one of the most interesting characters of the First World War. It wasn't a brilliant general or military, but got a huge part along the Arab tribes, disunited and often rivals, making them a highly effective troop (despite being composed of irregular militias). The film shows us how he got it and the price he paid (the scenes of violence when he was imprisoned by the Turks, although softened, can still suggest the alleged anal **** that he have suffered, among other tortures). The film is full of stunning scenes of the desert and is visually appealing, perhaps one of the epic films that gave greater attention to the use of natural landscapes to impress the public. The harshness of living conditions (or rather, survival) of the local tribes is also depicted with objectivity, as well as the importance given to water and control of wells. The action scenes were well thought out and show how the struggle was unequal, apparently doomed to failure (the Arabs battled with archaic methods and weapons, when compared to those used by Turks). The performance of the actors is something exceptional. The film is full of great players who have been at their best. Peter O'Toole, Anthony Quinn and Omar Sharif stand out naturally by the exceptional quality of their work, in a film that has become largely responsible for their consecration. The costumes are also excellent and, at least to me, seem consistent with the kind of clothes and uniforms depicted in photographs of the time, a sign **** historical consulting work. The same can be said of military equipment shown. The soundtrack, an essential part **** epic, is one of the best that has been done by Hollywood, having the signature of Maurice Jarre.",FilipeNeto
8.5,9,Lawrence of Arabia (re-release),"FEB 2, 2018","This is really a movie epic. While maybe the story telling is slow at some points, the acting is great and the movie throughout has many interesting plot points. I don't understand how this movie can have negative ratings.",Ralfbergs
8.5,10,Lawrence of Arabia (re-release),"SEP 21, 2017","Lawrence of Arabia may lose its epic essence by the years (a consequence of the inevitable modernity's advance), but no one can deny its exciting, emotional, and unpredictable storytelling.",Futuredirector
8.5,5,Lawrence of Arabia (re-release),"SEP 20, 2017","A 'movie' I recommend, but notice I give it only 5/10. You should not expect an adventure story as many sites list it, instead you will find the rest are true; a Biography War Drama. A perfect comparison to this story is the movie: 'The Ten Commandments'. An extremely long look at a piece of history. This film fails as a solely entertaining experience. If you do not want to know this piece of (biased)history then don't watch this movie. I watched this because it was voted top Adventure movie in many places, but I would not call this an adventure, more a biography as stated before. There is no structure to make this an interesting and exciting story, just a historical retelling with only its events as pacing, making it slow and unsuspenseful. It certainly didn't need the extra hour and a half it took, but lacking any structure they decided to show everything they had and cut nothing. Overall I liked the movie despite the score, but it certainly is no adventure movie or anything worth 3 and a half hours unless you're into movies like the ten commandments. Look to other movies for entertainment, especially in the adventure category.",HiddenAce
8.5,9,Lawrence of Arabia (re-release),"AUG 24, 2017","There are many great films that are considered part of the 'epic' sub-genre of movies. 'Spartacus,' 'Ben Hur,' and 'Seven Samurai' are just a few that readily come to mind. Yet, 'Lawrence of Arabia' stands alone as the greatest of them all. As if all the sweeping vistas, perfectly captured sunrises and sunsets, and grandiose battle scenes aren't enough, the writing, acting, and directing are all perfect or damn near close to it. Every film production is rife with difficulties, from logistics to locations to the physical demands of shooting for weeks and months on end. But the thought of doing so in the desert, while creating a 4-hour masterpiece, simply boggles this reviewer's mind.",KeithDow
8.5,10,Lawrence of Arabia (re-release),"JUL 28, 2017",[SPOILER ALERT: This review contains spoilers.],GabrielHU3ttdz6
8.5,1,Lawrence of Arabia (re-release),"JAN 20, 2017","three hours and 40 minutes of boredom. Do don't trust general review. these people are sheeps. action scene are fake as ****, the blood is fake as, acting is fake, everything is fake.",financialwar
8.5,10,Lawrence of Arabia (re-release),"OCT 8, 2016",It's hard to pick which real story of famous people to be adapted to get a fantastic and positive thanks. Lawrence of Arabia deserves an over 10/10 from me. David Lean literally puts a lot of great effort and Peter O'Toole's performance to me is outstanding and very serious when he is in a war service.,g
8.5,3,Lawrence of Arabia (re-release),"OCT 7, 2016","I found out one very interesting fact about this film users review is ""CONSISTENCY"" ... all the negative critics users written are very very similar like: - film too long (3.50h) - film too boring - film has poor story The users which gave negative critics also pointed out some positive thing found in the film similar like: - film has great photography (desert scenes/animal scenes camels, horses...) - film has some great acting performances (but boring story and very long scenes spoiled my interest) MY CONCLUSION: Like the most of the negative user critics I had very similar experience. I was actually very disappointed because I've read so many good critics from users before I watched this film all saying it is EPIC film but as I watched it -> partially/fully overrated... It deserves only three stars and no more. I shoul next time read aso the negative critics before reading positive to see the difference. But likely the critics which are many places consistent and repetitive are likely ""genuine critics"" or real personal experience. Im not sure if all this positive critics found on board are ""truly genuine critics"" because film making is big money today much bigger then before we are talking of billions of $$$...so what to think... I learn every time something new... one has to seems read also the negative comments/ratings and if there is consistency there is great chance of genuine viewers experience it means I may also not like this film.... chances are 50-70%....",virtualPresence
8.5,9,Lawrence of Arabia (re-release),"APR 3, 2016","If only it was re-released on its 50th anniversary back in 2012, that would've been a LOT better for Lawrence of Arabia as of its 40th anniversary was great and its original release was good.",EpicLadySponge
8.5,10,Lawrence of Arabia (re-release),"NOV 29, 2015","A masterpiece. An idealistic young officer goes out into the desert to change the world. Sound familiar? Of course, there is the underlying politics of the British Empire. Lawrence (O'Toole) thinks he can bind together the various Arab factions to defeat the Turks and form their own government/country. But people are people and once the enemy is defeated, they turn on each other. The Empire is safe. The real attraction of the movie is what happens out in the desert. Men coming together to first defeat Mother Nature, then a superior modern army.",smiyamot
8.5,10,Lawrence of Arabia (re-release),"OCT 22, 2015","Lawrence of Arabia is a classicist Epic directed by David Lean, and starring Peter O’Toole as the titular character T.E. Lawrence. In many ways Lawrence of Arabia exemplifies an Epic, but what may be most impressive about the film is it’s use of character development and themes. Lawrence of Arabia may be the best epic of all time, because it is grand in scope, long but never boring, and beautiful to look at. It truly is a masterpiece. When one thinks of what defines an epic, they could point to Lawrence of Arabia as a perfect example, it literally sets the standard. For example Lawrence of Arabia contains many Extreme Wide Shots of a vast panoramic landscape, this is one of the most recognizable elements of a epic, reinforcing how large in scope the story is. Most epics deal with stories that have a sense of spectacle, and therefore use these huge landscapes to show that, Lawrence of Arabia does that as well as any other film. Set against the Arabic dessert, which lends itself to large panoramic landscape shots, the audience is treated to seeing a beautiful picture, and in the middle we see these characters trying to navigate their way through it all. The film liked to use mostly wide shots, so much so that when they use a close up, it truly feels like it has meaning. On top of that Lawrence of Arabia contains some of the most luxurious set designs, and costumes of the time. High production values is of course is another common element of an epic, but the most impressive thing about Lawrence of Arabia is the pacing and the character development. At almost four hours it’s hard to imagine a film that wouldn’t feel long, but somehow Lawrence of Arabia manages not to. This is most likely because the themes and characters are both relatable, but also larger than life in some ways. Seeing a normal man navigate his way through massive desserts, and through foreign cultures may make him seem larger than life, but to his core the film keeps Lawrence human, so the audience never feels detached from him. The film deals with age old themes such as the “fish out of water” theme, which is used quite often, but arguably never better than in this film. As with most of the best films, the story and character development is mostly visual. In the beginning we quickly see how out of place Lawrence is, as we see his Arab escort shot for stealing water, Lawrence is outraged, as to him killing is taboo, and water is a common commodity, yet to the arab culture, Water is so precious it’s worth killing for. As the film goes on Lawrence learns the cultural difference, and learns not to treat other cultures as barbaric, because to them he is the barbarian. Utilizing beautiful grandeur Lawrence of Arabia still stands as one of, the best epics of all time, and a true masterpiece of cinema. Embodying all of the characteristics of a classic epic film Lawrence of Arabia is truly impressive because of it’s masterful pacing and character development. It truly is an epic experience.",tjman09
8.5,10,Lawrence of Arabia (re-release),"JUL 26, 2015","Whenever the word ""desert"" comes to mind, most people think of it as, hot, boring, sandy. All terms that are true in the desert and is one place you never want to be. ""Lawrence of Arabia"" proves to be a historical masterpiece in cinema, that won seven oscars including best motion picture of 1962. History is a big part of ""Lawrence of Arabia"", as it follows the controversial leader known as T.E Lawrence (played by Peter O'Toole). The film is very much accurate following the Brits and Arabs fighting against the Turks in the early 20th century. Very well portrayed and executed, the film has everything you would expect from a historical movie, being entertaining to watch every minute. The film starts out with one of the most beautiful musical scores ever composed. We are introduced to the movie hearing an original musical score for six minutes until the movie fully begins. The score is epic, funny, and enjoyable as you wait for the movie to begin. We then see a man riding on a motorcycle, he is not in the desert, but in England. The scene then transitions to a historical sight in another part of England remembering the battle of Arabia. T.E Lawrence sets out to find the prince (played by Alec Guinness) to help him fight the Turks during the World War I era in the early 20th century. He is set out by the Brits to go and find him, many new characters are introduced along the way, such as Sharif Ali (played by Omar Sharif), and Auda Abu (played by Anthony Quinn). The best thing about the characters, they all have something to do with the plot, not just to be thrown in there to be extras. The setting is like no other, taken place in the Arabian desert, the setting makes the adaptation of the film unique. The award winning cinematography made the film as great as it is and beautiful to look at. The costumes fit with the story of the film as all the Arabs look like the way they the used to look like. Overall, ""Lawremce of Arabia"" is a classic masterpiece. The film truly deserved the best picture award, and without a doubt, this is my favorite movie of all time. There is no other film I have seen that could top this one. Simply memorable by all the performances and classic scenes, this one os worth a go.",30Cents
8.5,10,Lawrence of Arabia (re-release),"APR 29, 2015","The historical epic has been a staple of the motion picture industry since the silent era. Over the years, it has evolved to mesh with the times and meet audiences' expectations. Viewers in the 1910s got D.W. Griffith's racist Birth of a Nation, while movie-goers in the 2000s were poleaxed by the trite but visually impressive Pearl Harbor. In between lie the best of the epics, and, while it's impossible to single out one as being at the inarguable top of the heap, David Lean's Lawrence of Arabia is certainly a contender for the position. Riveting from beginning to end, featuring stellar performances, amazing cinematography, and a story without a trace of fat, the film does everything an epic is supposed to do - and more. Lawrence of Arabia recounts the larger-than-life exploits of T.E. Lawrence (Peter O'Toole), an officer in the British army serving in the Middle East during World War I, who, according to one observer, ""was a poet, a scholar, and a mighty warrior. He was also the most shameless exhibitionist since Barnum & Bailey."" The film opens in 1935, with a prologue that shows Lawrence's death as a result of a motorcycle accident, followed by his funeral. The time frame then shifts back more than 20 years to Cairo, where Lawrence is about to begin the greatest adventure of his career. His commanding officer orders him to enter the desert and make contact with the Bedouin Prince Feisel (Alec Guiness), who is a British ally in the fight against the Turks. What follows is not only an account of how Lawrence became a pivotal figure in the Arab revolt against the Turks, but of the nearly-Shakespearean rise and fall of his character. The director's cut runs a little over 3 1/2 hours, and every moment seems necessary. The pacing is tight - there's plenty of action and adventure interspersed with character development, plot exposition, and majestic visuals. Therefore, it's hard to believe that a theatrical version exists in which more than 30 minutes of material was excised. Indeed, most people who saw this film during the 1960s and 1970s weren't getting the entire picture (although Lean was involved in the trimming done to create the 3 1/4 hour print widely seen in U.S. theaters and the 3-hour version shown on television). Fortunately, in the late-80s, the original edition of Lawrence of Arabia was painstakingly restored (with the participation of David Lean and the surviving actors). The restoration was handled so expertly that, watching the new print, it's virtually impossible to see the shifts in visual acuity that often mark the inclusion of previously-eliminated scenes. The most compelling aspect of Lawrence of Arabia is the way in which it dissects the fluid, often-contradictory personality of the title character. Like many of the best classic ""war"" movies (such as Patton), this one uses the battles as a backdrop for a character study. The combat sequences in Lawrence of Arabia are perfunctory, with few of the details shown. This allows us to focus on the individual at the epicenter of the storm. When we first meet him, Lawrence is an oddball craving a mission in the desert (calling it ""fun""), something that his fellows shun. After spending some time with the Arabs and being asked why he likes the desert, he has a simple answer: ""It's clean"". The movie explores Lawrence's friendship with Sherif Ali, and shows how the Arabs willingly adopt him as their leader, even though he has white skin. But Lawrence's psyche suffers a severe blow after his torture at the hands of the Turks. Initially, he is unwilling to return to the desert, but, when commanded to do so, he comes back driven by a newfound lust for killing and a desire for revenge. His final mission - the capture of Damascus - shows Lawrence's dark side. There is one visual oddity associated with the manner in which Lawrence of Arabia was filmed. Because it was not possible to shoot the night scenes at night, they were lensed during the day using light-damping filters. So, while it looks like night, the camels and horses cast noticeable shadows. Today, computers would be used to digitally erase these anomalies (then again, today, the filming could be done after dark), but their existence in Lawrence of Arabia adds a certain otherworldliness to those scenes in which the ""night-shadows"" appear. For David Lean, widely regarded as one of the masters of epic filmmaking, Lawrence of Arabia represented the most ambitious undertaking of a fruitful career. Restored to its full length in 1989, the version available today shows the story as Lean intended it to be seen - provided the viewer is able to see it projected, not compressed onto a TV screen. While it's true that Lawrence of Arabia still works on the small screen, it is robbed of one of the most important aspect of any motion picture spectacle - the awe factor. When that is present, this becomes an event - something that even the most restless viewer will become lost in.",CineFiles
8.5,9,Lawrence of Arabia (re-release),"JAN 22, 2015",It is a bit too long and the pacing goes off in the middle of the 2nd Act but the film holds together because of its exception screenplay that's filled with thought provoking ideas. A must-watch.,AkashVijay
8.5,10,Lawrence of Arabia (re-release),"DEC 14, 2014","Now here is a movie worth watching again and again..... the camera direction and photography are second to none. Admittedly the locations steal the show more often than not, but David Leans ability to capture the majesty of those locations is unquestionable. The truthfulness of the story line I am sure has been questioned elsewhere, but the character portrayal by the leading roles is just brilliant. Star studded cast with Peter O'Toole the icing on the top. If you haven't seen this before, watch it now and realize that this what modern Hollywood aspires to.",Dickydan
8.5,10,Lawrence of Arabia (re-release),"AUG 13, 2014","Perfectly executed, flawless O'Toole's performance, not a minute to long and an epic soundtrack lift this movie above all other movies. Epic, genius, real, and many other words try to describe this movie, but the dictionary can't provide us the words to really describe the movie. It's not flawless, but one of the best screenplays ever in movies, epic soundtrack, excellent directing and realistic portrayals of characters make this movie the best movie ever made in the film industry. It's pure art.",KristianBK
8.5,10,Lawrence of Arabia (re-release),"JUN 7, 2013","Whether it is the stunning visual landscape that enthrals the entire film, the literary genius of the writing or the larger than life and superior acting of the cast involved, Lawrence of Arabia can stand among the rest as one of the greatest films, art or whatever else, to ever be created. Peter O'Toole puts in not only the finest performance of his career to date, but one of the finest and emotionally driven of any performance seen in cinema, portraying T.E. Lawrence in his debut is no menial task, but captured through his calm and collective speech, his arrogance for command and his undying will to succeed where most believed impossible is achieved impeccably on numerous occasions from O'Toole. Lawrence, a British Army Lieutenant and very much out of place in his position, is assigned to assess the intentions of Prince Faisal (Alec Guinness) in his struggle against the Turks. Upon eventually meeting the Prince, Lawrence's constant interruptions of his General intrigues the Prince, who then lets Lawrence carry out his own mission of a sneak attack on Aqaba, a Turk-fortified city. As Lawrence earns the respect amongst his combatants, he soon finds himself as a sort of God amongst men, they would kill for him and also die for him. The score from start to finish immediately solidifies what this film is doing, creating and building an epic story, character driven and thoughtful masterpiece to cement a legacy not only for the man it follows, but for its own reputation as a film, and a film it is. A more beautiful and stunning film is rare to see without countless special effects, yet Lawrence of Arabia uses something that is seen as nothing, the desert, and completely obliterates any of the concerned. When films like this are viewed on an imaginative and respected level, its difficult not feel very different than you were before watching them, much like Apocalypse Now and others, Lawrence of Arabia gives you something that you may not have ever witnessed before, and probably won't witness again, the effort of the film, the stunning visuals and the literary brilliance of the writing, especially for the wonderful Peter O'Toole, along with Omar Sharif, many moments of screen time are given to O'Toole, and with his piercing blue eyes its hard to look away for whatever reason. Take it from a fan, you will never see another film quite like this, best films lists or not, this is what a masterful film is all about, big and bold on every scale, never holding back its potential and delivering a powerhouse feature that lives on fifty years later, you owe it as a film fan to watch and be amazed.",StevenF
8.5,10,Lawrence of Arabia (re-release),"MAY 6, 2013","One of my favorite re-release movies is this. 50 years ago might be long ago, but a fresher installment helps that this film has become a success and grew firm with delight for all ages.",Annoymous1
8.5,10,Lawrence of Arabia (re-release),"FEB 16, 2013","While I am not surprised that a few movie buffs demur over the length and depth of Lawrence of Arabia, for example, those who find Enter the Dragon or Rambo the epitome of high art. Those of us who adore it are not part of some mindless herd on stampede, there's been plenty of time for our opinions to change. I saw the movie 50 years ago, and I was enthralled by intermission. It has never been anything less than my favorite film for half a century. The American Film Institute has well respected movie ratings. No other film can approach this: AFI Best All-Time performance by an actor (Peter O'Toole). Best all-time cinematography, ever. Fifth greatest film all-time. Best Epic, All-Time. Third greatest All-time Music Score. Yes, the second half has a few slow parts; all the better to absorb this peerless work of art.",kevway
8.5,10,Lawrence of Arabia (re-release),"SEP 27, 2012","I watched when it came out, taught it many times and wrote a whole section of a book about **** movie ever made. Peter O'Toole: best acting job ever.",CSANTAS
8.5,9,Lawrence of Arabia (re-release),"JUL 24, 2012",A first-time viewing of this David Lean,lasttimeisaw
8.5,10,Lawrence of Arabia (re-release),"JUN 27, 2012","A dark , perverse and disturbing movie. A masterpiece that brings us to think about what is moral and how far men can go. Required!",Serrao_Brochado
8.5,10,Lawrence of Arabia (re-release),"FEB 19, 2012","Epic filmmaking perfection. Such a story filmed at this grand scale demands respect, especially in the early 60s. The scope of Lawrence of Arabia is matched or exceeded only by the likes of Cleopatra, Gone with the Wind and Spartacus. Peter O'Toole's flawless, emotional portrayal of T.E. Lawrence, and in his first major role on film, is awe-inspiring. Independent of historical flaws and tremendous length, Lawrence of Arabia is what the art of filmmaking is all about.",txrangersfan72
8.5,10,Lawrence of Arabia (re-release),"FEB 4, 2012","In short, they don't make 'em like this one anymore. Viewing it is like taking a time machine to a movie age that was more naive than our own in some ways, more sophisticated and ambitious in others. It's perhaps only because it can't be seen in its full glory on television that ""Lawrence"" isn't ranked more highly on some recent all-time ""best film"" lists. But it belongs near the very top. It's an astonishing, unrepeatable epic. What a bold, mad act of genius it was, to make Lawrence of Arabia, or even think that it could be made. It's hard to even imagine the struggles that went into the making of this masterpiece. Peter O' Toole not only gives his best performance of all-time, but one of the greatest performances of all-time. Cons? The landscape, the story meant nothing, the acting was stiff, too long , too melodramatic. But not much else!",Lloy2
8.5,10,Lawrence of Arabia (re-release),"FEB 2, 2012","Looking forward to June 2012, when 50th anniversary release of Lawrence will be available! I've also learned more about the actual history of the real T.E. and WWI events which I think will make seeing the film even more interesting. There's a lot of info online: T. E. Lawrence Studies, T. E. Lawrence Society, and Clio Visualizing History (short video and tons of photos here) are good resources. It's almost scary how much Mr. O'Toole resembles the real T.E.!",QuietConstance
