average_userscore,individual_userscore,movie_title,review_date,user_review,username
8.7,10,Pan's Labyrinth,"APR 4, 2018",My favorite movie of all time! best fantasy movie PERIOD. This is put with Lord of the rings and Harry Potter. This movie is just as magical as the first viewing if you watch this time to time. This movie is beautiful...,Jbush
8.7,10,Pan's Labyrinth,"MAR 18, 2018",The most glorious experience of Guillermo del Toro is a bittersweet story of war and fantasy tale with his characteristic style: monsters so unforgettable as terrifying. Masterly job of Doug Jones and Guillermo Navarro. Deserves a long standing ovation.,alejandro970
8.7,10,Pan's Labyrinth,"FEB 4, 2018","I was 8 years old when I first watched this movie, I know I was very young when I first watched it. This movie was very impactful to me as a kid, It was beautifully shot and directed. I was completely shocked by the story and the characters. The Faun and The Pale Man gave me nightmares for days, but I grew to respect the artist and Guillermo as a director for their imagination and the hard work that they put into their movie. Pan's Labyrinth is a fairy tale with a historical context, The Spanish civil war was a very turmoiling time in Spain. Ofelia and the rest of the characters were so well written that I was close to tears at the end of the movie. I highly recommend everyone to watch it!",AlbertoHerbb
8.7,8,Pan's Labyrinth,"JAN 22, 2018","in the underground realm.. El Laberinto Del Fauno Captivating an audience in basically an introduction scene with the help of an insect that quite frankly isn't attractive or pleasant to watch on screen, Guillermo not only seeks but demands attention and within these detailed points he scores a larger picture than expected. El Laberinto Del Fauno takes you back to those old fairy tales or late evening's cartoon tales that connects an innocent kid to the dog-eat-dog world in a metaphorical tone. All of these would have been enough for a fairy tale but this is Guillermo's show all over the screen where color, background score and even tiny creatures floating around or background the screen factors in for this majestic art that it is. El Laberinto Del Fauno is exhilarating, to-the-point, well detailed and dramatic which isn't surprisingly for the kids; considering its premise, but for the adults as it is equally terrifying and beautiful in its own way and with the help of the maker it walks a fine line between it.",amheretojudge
8.2,6,The Treasure of the Sierra Madre,"APR 18, 2025",One of better old movies. Compact and good all around. What I resent in old movies is the strict form. Very few are constructing shots out of the box.,arathorn
8.2,10,The Treasure of the Sierra Madre,"AUG 13, 2024","People wear masks and true character is revealed under stress. This is the mantra of screenwriting guru Robert Mckee and 'The Treasure of the Sierra Madre' is a fine example of the principle in action. Sublime cinema at the peak of the form. The story flows from, and builds on character. Camera and editing in service of the narrative. Insight not spectacle. Engaging and entertaining from beginning to end.",VicFerrari
8.2,8,The Treasure of the Sierra Madre,"JUN 17, 2024",[SPOILER ALERT: This review contains spoilers.],griggs79
8.2,9,The Treasure of the Sierra Madre,"FEB 23, 2024",One of the best movie i saw in my life . Mr.Humphrey bogart is one of my favorites artists,ASF401
8.2,8,The Treasure of the Sierra Madre,"AUG 15, 2023","Incredible adventure. Simultaneously exciting and realistic, depicting the truth of human behavior at that time.",Dominik08
8.2,0,The Treasure of the Sierra Madre,"DEC 23, 2022","Une vieillerie chiante comme la pluie et pour cause, il s’agit d’une daube de John Huston, spécialiste émérite en la matière, la matière dont sont faites les daubes cinemerdographiques, à savoir les sales films de merde dont il avait le secret mais aussi la recette imparable ! Aussi, ne sommes-nous point étonné de nous endormir dès les premières minutes du film, un film incongru d’ailleurs, vu que les immigrés ici sont américains et émigrent… vers le Mexique ! on est dans les années 20 mais quand même, la grande dépression n’est pas encore là. On y suit en tout cas l’excellent Bogart en clodo involontaire qui rame comme un crevard et traîne dans le pays sous-développé comme uin traîne-savate en compagnie d’ailleurs d’autres ‘compatriotes’ même si certains ont réussi et pètent dans la soie… quoi qu’il en soit, le voici qui se remet au boulot et s’en va chercher un trésor dans la Sierra Madre à ce qu’il paraît… Mais nous avons déjà arrêté les frais depuis longtemps (déjà), car cette chienlit est d’une lenteur à faire mourir de honte une tortue fatiguée ! à laquelle nous pissons à la raie (si elle avait une raie) parce que franchement (avec l’accent très marseillais) on s’en bat les couilles de tout ça et notamment des sales films de merde. Dommage pour Bogart mais de toute évidence, tout le monde peut se tromper. D’ailleurs, je crois bien qu’il ne roulait pas en Golf.",Broyax
8.2,9,The Treasure of the Sierra Madre,"DEC 3, 2019","Remember that Treasure of Sierra Madre was a movie made under a context where gaves value to text and plot, which doesn't an exception here, beyond fit and well-tied form, here we got some demonstrations of loyalty, corruption, poverty and everything else that defines more-than-one individuals human relationship",Andremax
8.2,10,The Treasure of the Sierra Madre,"AUG 23, 2019","The best, GREATEST thrilling movie ever made! With the best movie character ever portrayed: Humphrey Bogart as Fred C. Dobbs! And the best movie quote ever spoken: ""Badges? We ain't got no badges. We don't need no badges! I don't have to show you any stinking badges!"" And the best movie score ever composed!",TMProofreader3
8.2,7,The Treasure of the Sierra Madre,"JUL 13, 2019","John Huston's classic tale of greed, features one of Humphrey Bogart's best performances. His journey from likeable loser to vulgar, pathetic psycho, driven by a lust for gold, is remarkable, sobering, and disturbing",CodyZamboni
8.2,8,The Treasure of the Sierra Madre,"JUL 1, 2018","procrastinating the humane accuracy and lunacy.. The Treasure Of The Sierra Madre 4 Out Of 5 The Treasure Of The Sierra Madre is a tale about three partners going after the treasure and the irrevocable journey or adventure that it brings along with it. The inner politics depicted among the greedy friends and the good old ""morality"" conflicts that it raises, is the ingenious yet simply sensible take of the makers especially when the heat is communicated directly to the audience, it gets better as it ages on screen. It is rich on technical aspects like sound effects, background score, editing and art design. The primary reason the feature offers a satisfactory outcome is that not only is it unpredictable but is justifying with genuine reasoning which is the soul in here. The structure of the script may be familiar but its additional and side characters does make it worth keeping the audience engaged offering them enough work and art to explore in it. John Houston; the screenwriter-director, uses its smart adaptation wisely and brilliant execution skills on creating the anticipated vision on screen. The performance is decently acted by Humphrey Bogart and Tim Holt but the real gem of the feature is Walter Houston who gives a memorable performance as a supporting cast. The Treasure Of The Sierra Madre is an interesting take on morality while procrastinating the humane accuracy and lunacy on its backdrop that ticks loud and clear all through the way.",amheretojudge
8.2,9,The Treasure of the Sierra Madre,"MAY 18, 2018","Compared to the movies of today, this holds up really well. A breath of fresh air from a good classic. Water is more valuable than gold when your'e a hundred miles from nowhere. Would you rather be a rich dead man or a living poor one with water & food scraps?",morgana1972
8.2,9,The Treasure of the Sierra Madre,"APR 14, 2018","An all time classic. Great movie, Really great performances all around. Set in the 1920's this movie is a very good re-enactment of that time.",cvdynasty
8.2,7,The Treasure of the Sierra Madre,"FEB 3, 2018","The treasures of the movie are the acting performances of Bogart and Huston in this neo-Western journey full of twists and turns about a gold hunt in the mountains of Mexico, set in the 1920s. A pleasurable watch.",KingCrasher
8.2,8,The Treasure of the Sierra Madre,"JAN 26, 2018",A great showcase of masculinity and male ignorance without a slight trace of women.,auburnn
5.8,6,Pépé le Moko (re-release),"MAR 2, 2025","Es una película que, de forma estética, es bastante interesante y refrescante. Mostrar esa parte de Argelia, sin duda, añade un toque de variedad en el paisaje, ya que es muy diferente a lo que generalmente se mostraba en esa época. Es lamentable que la historia que cuentan no sea ni de cerca igual de interesante o sorprendente. Es, en ese sentido, más de lo mismo: un capo, alguien que tiene infinidad de experiencia, que tiene todo a su disposición, desde dinero, manjares, hasta todas las mujeres del lugar. Extrañamente, cae ante un enamoramiento muy mal llevado. Es, sin duda, inverosímil, y terminas sintiéndote decepcionado al ver cómo termina el gran capo. Se podría argumentar que esa falta de libertad lo llevó a eso, podría, pero está mal llevada la trama para que creamos en esa posibilidad. Casi una buena película.",BigP4pa
7.9,2,The Lady Vanishes,"SEP 7, 2025","Слишком затянуто, нудно, бюджетно и наивно. «39 ступеней» на порядок интереснее. Судя по отзывам, народ такой «Ооо, это же Хичкок – 10/10»",Archvile-UT
7.9,8,The Lady Vanishes,"MAR 15, 2025","Me gusta cómo Hitchcock siempre tiene ideas de historias que son bastante interesantes, que logran fomentar el interés en las personas de una forma genuina. Pero siempre pasa que sus películas tienen errores que son bastante claros. Por ejemplo, en esta película, la primera media hora es horrible, aburrida. Es cierto que presenta el contexto de los personajes, pero mantiene un ritmo terrible. Solo es hasta que sucede un asesinato y empieza la sección del tren que cobra interés. Lo bueno es que la historia que sucede es muy buena, realmente te hace ser partícipe, pensando en las razones del porqué de los sucesos. Incluso te hace dudar si las situaciones que viste son reales o no, y eso es invaluable. Es tan bueno que, aunque el error es grave, aún así lo opaca.",BigP4pa
7.9,10,The Lady Vanishes,"APR 23, 2024",An Agatha Christie-esque espionage romantic comedy from The Master. Has the warmth of a Chaplin picture with the mystery of a Christie novel and **** precision.,nobodynoswift
7.9,8,The Lady Vanishes,"DEC 4, 2022",This is a great film the Mr. Alfred Hitchcock. This has an unbelievable fast pace for the time it had released.,KSArvind
7.2,10,Au hasard Balthazar,"MAY 10, 2022","Au hazard Balthazar in every frame has exceptional morality, intimidating representation of humanity as a whole manifesting in the grotesque nature of people getting satisfaction over dominants over animals! Opening in a delicate arrangement of piano notes interrupted by a donkey’s whaling cries (possibly Balthazar’s birth.), then back to the melancholy piano to the titles in a crumpled-up background. The very first shot is of young Balthazar feeding on his mother already representing the beginning of life, nurturing, and the miracle of creation. A hand slowly stroking Balthazar’s content back is Marie the woman in form of kindness wanting a friend to keep but over her shoulder a stern father, stating no in his heavy authority. Already the film has shown us the cruel, unjust yet reasonable dissections of the world. A family of loving kids represents childhood playing with the donkey in the hay, a excises in poetry shot of a swinging chair, and in the background grooming the donkey. Baptizing represents religion, love heart engraved on a bench, the cruelness of whipping, hard labor, being materialized and hooves metal is all extremely scary from Balthazar’s perspective of the world. Pitch folks chase like Frankenstein starts leading Balthazar's journey finding open gates almost like it's presenting a passage from hell to heaven. Strikingly shot, purposefully cruel characters looking down upon the donkey with no feelings. Fate made a hay intensity inducing sounds of rattling carriages to build tension and then silence with slowly creeping low piano keys lifting the moods. Youth is destroyed, and innocence vanished by the darkness of the world. Illness is presented by a bedridden small girl strangely feeding the donkey salt. Balthazar cheers up the children as the essence of childhood is fully captured in one short sequence. Only 9 minutes into the feature and already Au Hasard Balthazar has almost covered everything wrong and right about humans, that’s why this is one of the grandest films ever made. I was being reached on an emotional, thought-provoking level hardly any films give me. The main piano score music plays then rudely interrupted by a loud tractor representing the hard work humans go through to get to what everyone wants out of life, love, affection, safety, and purpose. We work because we have to serve society unless you’re ill seen early into the film. Marie represents many important aspects of society's statures femininity, beauty, pure-hearted, and gentleness but she’s placed within a terrifying circle of evilness. A brutal transition from Marie and her kind father to a gang of motorbike hoodlums pouring oil on the ground represents to me the endless void of crime in a saddening world. Balthazar with dread on his face is about to face bullying, the gang is going to pursue them but the audience already knows before something happens as Bresson's direction is flawless. Hardly any dialog is spoken in the first thirty minutes almost acting like a silent feature. The gang's first response is “A donkey neat, that's modern.”. The biker winks at the woman then the father without causing trouble (being outnumbered) whips the donkey quickly. Animals sense bad people but the bikers follow them as the left open the gates of heaven. The demons so to speak take revenge for not being noticed or feeding into their childish antics. Slowly walking Marie looks for leaves just like Balthazar looked for to eat in scenes prior is reflecting on Marie and Balthazar that they are both the same. They are beautiful, same morals, and live within a problematic world. Marie makes Balthazar a pretty flower, leaf coved crown almost like in the bible in a humble scene. Balthazar's expression is poignant he’s cleanly crying with joy looking back at her as she sits down to 10 seconds of silents apart from crickets. Suddenly she’s Powerless peaking through the narrow door watching in dismay of incoming trouble. Building again Bresons techie focuses on hands and feet shots for tension The shot slowly the biker hands slide ominously across the once scared bench of childhood hopes and dreams. He tries to touch her so she runs into the house as Balthazar is involved in horrific Dragging, nipping, taunting, and punching. Transitioning to choirs in church praying for god then the evil biker is there who will sing to bells ringing like the donkeys being a reminder. Bullying Balthazar continues, father in trouble from rumors then the camera moves inwards to Balthazar as a sign of heavy Obligation. Marie is too scared to make Gerald's crew escape the police but Balthazar is shot! We are empathizing with his sense of cold alarming doom. Balthazar’s final sacrament is phenomenal as I cried at the ending which is very rare for me, that’s how powerful the waves of sheep, bell sounds, and death of the saint donkey impacted me.",dannykay
7.2,10,Au hasard Balthazar,"AUG 1, 2016","I was working at a DME about ten years ago and a lady I was working with loved the movies as much as me. I turned her on Mulholland Drive, which she LOVED. I had her watch Vertigo and she was underwhelmed. But what flabbergasted me was that she HATED Balthazar, which to me is incomprehensible. And she was a very spiritual woman-she hated the word ""religous"" but she was an ordained minister of some sort( I myself have a very weak faith). If ever there were a movie that would make you think about God's existence and the serenity that that thought provides, this is it. There simply aren't words to describe.",bobmeier
7.2,9,Au hasard Balthazar,"APR 18, 2016",Balthazar is another one of those movies users can't get it right and I've seen a lot of movies that users can't get it right. I love every single detail and that's how you know a movie will be amazing.,EpicLadySponge
7.2,0,Au hasard Balthazar,"DEC 7, 2014","The discussion about Bresson has already been laid out between his fans who “get it” and the minority –to which I belong - within the minority of cinema viewers who actually care about art cinema, or Bresson for that matter, that hate Bresson with a passion. I hate Bresson for the same reasons others hate him: he makes films not to be enjoyed but to be endured, while forcing his worldview upon you. This, coming from a person who appreciates Bergman, Bunuel, Dreyer, Ozu and Godard, and who liked Jeanne Dillman and the Turin Horse. I can safely say Bresson is the only world wide acclaimed artistic director I can’t appreciate in any way. So he defies convention and tells the truth, great, if it were true, since he necessarily selects the facts to be presented in order to advance his view, rejects any moments of joy or pleasure, and presents a quite unreal world, like for example Gerard trashing the town bar while the other patrons keep dancing in Balthazar. So you show a donkey been beaten and that is considered moving, well, as others have pointed out, I can place a camera in front of beaten or abused animals and be moving, **** he breaks convention, excellent, if it translates into something interesting. Like someone else said, watch “Empire” by Warhol if you want to see a film breaking conventions. Hell, watch Jeanne Dillman, a film I very much enjoyed even with its length, dark view and non drama. So he rejects acting and casts non-professionals to deliver their lines looking at the floor, outstanding, if in some way I could understand the significance of this method. I’ve seen Balthazar twice, the second time in order to see if I had missed something, but no, there it was again, this extremely dry, pessimistic world, this uncomfortable, humorless and painful viewing experience, with nothing to pique your interest or stimulate your brain except that life is hell and then you die. Quite simply, Bresson bores me while annoying me to death. His movies are, like someone else said, “**** punch(es) to the gut”.",jacabiya
7.2,5,Au hasard Balthazar,"DEC 2, 2014","I read the critics reviews and couldn't wait to see this film. I cannot believe that I was watching the same film that had been so loved by all the critics.... 100/100?? This is a drab and rather boring film, the acting is poor throughout, the story-line is broken and disjointed and I really found it difficult to persevere to the end of this film without falling asleep. I can only imagine that the critics are rating this movie based upon the genre as an art-house movie, art but with few other redeeming qualities. There are some decent elements to this, but I really struggle to give it better than an average rating.",Dickydan
7.2,10,Au hasard Balthazar,"OCT 30, 2014","Balthazar is one of the best movies existing to date !!!! It is so well done produced,fantastic dialogue,the best story in movie (my opinion) do date and many more",mujitacaptain
7.2,10,Au hasard Balthazar,"DEC 28, 2013",baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Oetter
7.2,8,Au hasard Balthazar,"AUG 6, 2013","Critics sometimes with a zeal bind together in pact of unquestioned praise toward a film, Au Hasard Balthazar is a very good film, but just because its of a certain age, shot in black & white and made by a french director does not make it a 10. 8 to 8.5 would be more accurate. The film scenes are often very compact yet still somehow not taught, the pausing shots and the pointed lingering gazes the characters endlessly offer up, seem in this day and age a little heavy handed and serve to irritate more than they succeed in forcing contemplation, also I think some of the actors used though good, seem not of the first order of the best of french acting in this era, some characters seem a little stilted and artificially shallow in presentation Marie endlessly abused, Gerard consistently mean and sadist, the father soppy stern and prideful etc etc. its as though all seems to have been extracted from the general play of realistic dialog, except for the miserable moments. But still make no mistake this a great film, I just think is been fatly fed of the gilding of ego'd critics, to keen to demonstrate their intellect through protestation-al love of french art house cinema, for viewing i would advise being ready to match pace with the film to get the best out of it and not desire any jollity or resolution from the viewing. If the purpose of the cinema is to unrealistically depress then I would say it succeeds. some elements of plot movement and dialog are stilted or often merely implied, leading the viewer to interpret what has occurred in the gaps, this can be viewed as just plain awkward or a way of attempting to encapsulate through implication more than the film actually contains. Though this film uses the donkey centrally to link its characters, its a rather vile portrayal of the intrigue of drab french rural life in a small village, and how the unredeeming characters attempt to use each other, just as the donkey is used, maries sad path in this film has been deliberately calibrated to irritate the decency inherent in the viewer, in a way that seems contrived and very depressing with implied, if off camera ****, it seems as if all the characters have been engineered to agrravate as there is too much shade and not enough light, given that none of the characters seem to get or give a break to each other, in the relentless sadness of it all, but the general jist is that for all that we think we might gain for ourselves there is a lacking in life, that leads us in the end even with free will, often to be no happier in life than the seemingly martyred silent donkey in the field.",ancientscream
7.2,5,Au hasard Balthazar,"MAY 4, 2013","It has some compelling scenes. It also has some pretty sloppy film-making; though on the flip-side, it's enjoyable to watch what can be accomplished on a low budget. I'm not sure I'm convinced that reflections on the pain that life can serve are more valuable than celebrations of the joy that can be found. It's interesting, but to my mind, not great.",MrLikeable
7.2,10,Au hasard Balthazar,"JUN 18, 2012","There is no hope in this movie, the only thing Bresson offered to us is the truth of life by providing the devastating reality in the most honest way. There was not a single existence of any form of ""babblings"" in this film but only the ""picture"" to express one significant message of how uncontrollable life could possibly be--in the end nothing can stop that process and -the world will treat us whatever it treats, undeniably. It's a revolutionary film that is highly capable of allowing the viewers to experience another whole different aspect or sense of ""life"" that they might never experience before. The Finest French Phenomenon Film.",joomjim4
7.2,0,Au hasard Balthazar,"OCT 3, 2011","Simply disliked it, however, everyone say itervs just awesome, My wife and I don't think so, I felt asleep, however, I must say that the acting and the effects are... good... I think so... or maybe bad.",Darkstarshades
7.2,10,Au hasard Balthazar,"SEP 30, 2010","A film that a sum of people would be turned off by, Balthazar touches the heart instantly after the 3 minute mark as it tells a tale about the life of a donkey suffering a powerful experience you don't want to miss.",Previous
8.0,10,The Wild Bunch,"NOV 2, 2025","Of course The Wild Bunch is a masterpiece in EVERYTHING it has going for it: snappy character-driven dialogue, gorgeous cinematography and music, an expansive story proving cinema’s worth as an artistic medium for the ages and action scenes to die for (pun fully intended there). The Wild Bunch may very well be one of THE perfect movies the human race has ever made in its Hundred-and-Thirty-Plus-Years of history. It is a Western accomplishment and cinematic landmark.",Pixarlover
8.0,7,The Wild Bunch,"AUG 22, 2025","A Brutal, Beautiful Elegy for the WesternMy Rating: 7.8/10Sam Peckinpah's The Wild Bunch is not merely a Western; it is a seismic event in cinema history. Released in 1969, this film doesn't just tell a story—it **** a mythology. It takes the romantic, clear-cut morality of the classic Western and drags it through the dust and blood of a changing world, leaving behind a masterpiece that is as controversial and challenging as it is **** film follows an aging gang of outlaws on the Texas-Mexico border in 1913, men who are relics of a bygone era struggling to find their place in the encroaching 20th century. Led by the world-weary Pike Bishop, they are not heroes or charming anti-heroes; they are hardened, morally ambiguous men bound by a frayed code of honor. The narrative is a powerful meditation on loyalty, obsolescence, and the brutal nature of survival when your time is running **** performances are nothing short of legendary. William Holden delivers a career-defining performance as Pike, embodying the weight of past regrets with a profound, stoic gravity. He is matched by Robert Ryan as his former partner, a man haunted by his own complex motivations. The chemistry of the entire ensemble, including Ernest Borgnine and Warren Oates, is palpable, creating a believable bond of camaraderie forged in violence and desperation.What truly sets The Wild Bunch apart is its revolutionary technique. Peckinpah's direction is a masterclass in visceral filmmaking. The groundbreaking use of multi-angle editing, blending rapid-fire cuts with lyrical slow-motion, turns violence into a horrifying ""ballet of death."" This stylistic choice isn't for shock value alone; it forces the viewer to confront the brutal reality of conflict in a way that was unprecedented at the time and has influenced countless action films since. Complemented by Lucien Ballard's gritty, sun-scorched cinematography and Jerry Fielding's unsettling, Oscar-nominated score, the film's technical prowess is **** warned, this is not an easy film to watch. Its pacing can be deliberately slow, and its characters are deeply flawed, making them difficult to sympathize with. The film's reputation for violence is well-earned, but it is purposeful, serving as a stark commentary on the sanitized gunfights of older **** any serious cinephile, The Wild Bunch is essential viewing. It is a complex, demanding, and unforgettable piece of American cinema that functions as both a thrilling action film and a poignant eulogy for a genre and an era. A true, if brutal, work of art.",Mohamed-Soliman
8.0,8,The Wild Bunch,"MAR 27, 2025","I just watched The Wild Bunch today and found myself a little perplexed. Overall, I enjoyed the film, but like many older movies, it feels somewhat dated in certain aspects. That said, its strengths—particularly in performance, cinematography, and its influence on the western genre—are **** cast delivers strong performances, with William Holden and Ernest Borgnine standing out. They seem tailor-made for Peckinpah’s brutal, unflinching world, embodying aging outlaws clinging to a violent way of life that is quickly fading. Supporting actors, including western stalwarts like Strother Martin, help bridge the gap between traditional westerns and the darker, more cynical vision Peckinpah **** its time, The Wild Bunch must have been revolutionary. Peckinpah didn’t just push boundaries—he bulldozed them, ushering American cinema into a new era of violence, moral ambiguity, and overt sexism that would become hallmarks of 1970s filmmaking. The film’s balletic bloodshed, especially in its infamous slow-motion shootouts, would go on to influence everything from The Godfather to Reservoir **** cinematography is another highlight. Peckinpah crafts a world that feels expansive yet claustrophobic, using large sets and hordes of extras to heighten the chaos. Instead of the sweeping Monument Valley vistas of a John Ford western, he fills the screen with dust, grime, and heat, making the environment feel as unforgiving as the characters themselves.Upon release, The Wild Bunch was met with controversy due to its extreme violence, shocking even in an era that had already seen Bonnie and Clyde push the envelope. Critics were divided—some saw it as a masterpiece of revisionist western filmmaking, while others condemned it as nihilistic and excessive. However, audiences responded well, and the film performed respectably at the box office. Over time, its reputation has only grown. What was once shocking is now seen as groundbreaking, and Peckinpah’s vision has been re-evaluated as one of the most important films in American cinema.While The Wild Bunch may feel dated in some respects, it remains an essential and fascinating piece of film history—a movie that not only redefined the western but also left a lasting mark on the industry as a whole.",DasBurper
8.0,10,The Wild Bunch,"MAR 2, 2024","THE WILD BUNCH feels singular in its portrayal of ruthless, cold, and brutal people murdering their way through a ruthless, cold, and brutal world. Even the children have no mercy, instead the first shot of the film shows their sick enjoyment of suffering animals. I don't wanna know how many horses they had to shoot during production. Normally, I would criticize animal cruelty in a film but here it just fits the nihilism of it all.",JeBjBo
8.0,7,The Wild Bunch,"DEC 13, 2023","Amazing cowboy film with some bloody scenes and I understand how this got sensored didn't get released in some countries because holy s from the 60s. This is really bloody.A movie about adult children that is so spectacular to watch these guys who trying to figure out. What the hell to do. It feels like the end of an arrow. It is the end of a word the wast was almost at an end World War 1 was coming around the corner and then this would all be silly and childish, which it is but it's just so poetic but with likeable **** movie feels like they are characters from a different error which I think because they're using modern World War One weapons, which give it a weird feeling it's a Western movie but with new weapons and the characters live by code, but the law is finally catching up to them. They are no longer in a simple time. They are in the modern time and they have to **** is intense it is men living by a code. They said for themselves which means they are horrible pieces of s but I could not look away and it shuts so well. I didn't feel like this was an old movie it felt like a contemporary film so I really enjoyed it and with recommend it.",frederik1478
8.0,6,The Wild Bunch,"AUG 22, 2023","I'm embarrassed. The score associated with this review should be much higher, but here we are. Let me be clear, I do like ""The Wild Bunch"" and appreciate everything it is, with its unflinching depiction of violence paving the way for some of cinema's most impactful films and filmmakers. In fact, I'm comfortable saying that the opening and closing gunfights in this are absolutely perfect. Damn near everything between them, however, pales in comparison. I just couldn't find anything to latch on to when it came to these characters, save for maybe Ernest Borgnine's ""Dutch Engstrom,"" probably the only stand-up guy in the whole picture. Everybody else either falls somewhere between stoic blank slate (i.e. William Holden's ""Pike Bishop"") or literal pile (Jaime Sanchez's ""Angel). This hampers the weight of the ending, as well as everything that comes before it. Big hat-in-hand hours here, but it is what it is. Wish I liked this more.",Compi24
8.0,10,The Wild Bunch,"MAY 10, 2023","The wild night is bound to attract many ""War Intent"" players to the scene. This event has prepared a lot of online gift packs for these players, including limited gift packs of various physical ****/news/index/45.html ****/news/index/103.html ****/news/index/95.html ****/news/index/123.html ****/news/index/122.html ****/news/index/121.html ****/news/index/120.html ****/news/index/119.html ****/news/index/118.html ****/news/index/117.html ****/news/index/list_166_2.html ****/news/index/list_166_3.html ****/news/index/list_166_4.html ****/news/index/list_166_5.html",sagdfgrdt
8.0,10,The Wild Bunch,"DEC 2, 2022",The best Western movie of all time. The original movie version is better than the director's cut.,RatedRex
8.0,9,The Wild Bunch,"MAR 18, 2020","“We're not gonna get rid of anybody! We're gonna stick together, just like it used to be! When you side with a man, you stay with him! And if you can't do that, you're like some animal, you're finished! *We're* finished! All of us!”",marshallonfilm_
8.0,6,The Wild Bunch,"MAY 18, 2019","The problem with this film is that a great deal of time is spent showing the protagonists laughing, drinking, and wenching, and riding horses here and there, and after ten or fifteen minutes of this it starts getting very old. The other problem, of course, is that the protagonists are all bad guys. They're not antiheros. You need to have some redeeming characteristics to qualify as an antihero. And if you're going to carry a movie you need some redeeming characteristics. Don Corleone had his family ""honor."" Tommy DeVito made for a funny psycho. William Holden and company are all fine actors, but their characters are dry as dust and we the audience are supposed to sympathize because they're ageing out of the outlaw business and the times they are a-changing. So never mind that they shoot up a bunch of civilians and a bunch of fellas from the US Army. Never mind that they shoot up a bunch of guys from the army of Mexico. We're supposed to go along with this. And, sorry, but I ain't buying. Sure, the bad guys do a couple of things that might be described as ""nice,"" but there's nothing in the film to explain why these particular characters would do things like this, since gold and profit seem to be their only motivation. I wondered if my criticism of the film might be unfair because, after all, it was shot in 1969. Things were different then. But then I discovered that Butch Cassidy and the Sundance Kid was also shot in 1969, and that, as I recall, was a film about bad guys too, but a far far far more successful attempt at entertainment.",HotelCentral
8.0,7,The Wild Bunch,"APR 14, 2019",Fairly entertaining and well made western with good acting and writing. Quite good.,Tyranian
8.3,10,Citizen Kane,"SEP 2, 2025","It’s tough to fairly critique a movie so widely lauded as one of the greats. How does one watch The Godfather with an open mind after fifty years of critical pressure? That goes double for Citizen Kane, given its additional age and notoriety. Older movies can be hard to contextualize, even for those already well-versed in the era’s cinematic language. In 1941, Hollywood had only been making talkies for a few years. For Kane, though, I actually see this elder status as a benefit: it does more than just hold up, it holds its own. Eight decades later, Orson Welles’s ambitious debut remains engaging and easy to watch, even by modern standards. There’s just something about a well-crafted story, told with care and conviction, that never goes out of style. Its plot is colorful and alluring, stuffed with dynamic, rounded characters. Its artistry is sharp and daring, richly designed and strikingly photographed. Each frame is deeply considered and imbued with meaning. There’s similar fire and passion in nearly every element. The big cast of stage veterans, eager to prove their worth on the screen. The iconography, expertly crafted and larger than life. The lingering mystery of “Rosebud,” befuddling and powerful as a story mover and rewarding as a final revelation. Welles has lined everything up just-so, an intricate web of large acts and small tells that come together to weave an irresistible saga. Citizen Kane’s framing device works extraordinarily well, dispensing a street-smart journalist to puzzle over a magnate’s last words while sifting through the spoken record to paint an outline of his life. He segues from one interview to another, capturing snippets of the man’s character from all angles, before finally arriving at the conclusion that no single word, no matter how enigmatic, could possibly explain a life so thoroughly lived. He’s completely wrong on that count. “Rosebud” speaks volumes about this man: his desperation to be admired and loved; his refusal to really open himself up in pursuit of those goals; his tireless efforts to meet an impossible expectation; his sharp dismissal of anyone who dares challenge his ideals. Unfortunately for our weary newsman, no living soul remains to express these nuances, nor to connect them to the word in question. Without that context, its origins mean nothing. Charles Foster Kane left plenty of observers in his wake - spurned comrades, embittered lovers, jaded employees, jealous observers - but the man they describe is only a projection. The image he wished the world to see, not the one which dwelt beneath the steely shell. That’s a relatively simple story, really. The man who seemingly has everything, overcompensating to satisfy an urge that most of us would take for granted. Welles adds cinematic flourishes, draws magnificent performances from his cast (including himself) and spices it with a tantalizing secret, but this wouldn’t be recognized as such a landmark achievement if that main arc weren’t so well-realized, recognizable and effective. Put it all together? Yeah, that’s deserving of all-timer status. A masterpiece of film.",drqshadow
8.3,8,Citizen Kane,"JUN 16, 2025",[SPOILER ALERT: This review contains spoilers.],JaydenDAgoaT
